2016-05-18 00:54:31 | 94.23.214.33 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 00:54:37 | 94.23.214.33 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 00:54:41 | 94.23.214.33 | /index.php/index/login | index-login-1 | 1463504081 | {"ident":"inviteCode","ic_InviteCode":"9ea7f5e74415e7f9eb2f42a01","_module":"index","_action":"login"}
2016-05-18 01:39:13 | 220.181.158.106 | /index.php/index/login | index-login-1 | 1463506753 | {"_module":"index","_action":"login"}
2016-05-18 01:39:13 | 220.181.158.106 | /index.php/index/login | index-login-2 | 1463506753 | {"_module":"index","_action":"login"}
2016-05-18 01:39:13 | 220.181.158.106 | /index.php/index/login | index-login-3 | 1463506753 | {"_module":"index","_action":"login"}
2016-05-18 01:39:13 | 220.181.158.106 | /index.php/index/login | index-login-4 | 1463506753 | {"_module":"index","_action":"login"}
2016-05-18 01:39:14 | 220.181.158.106 | /index.php/index/login | index-login-1 | 1463506754 | {"_module":"index","_action":"login"}
2016-05-18 01:39:14 | 220.181.158.106 | /index.php/index/login | index-login-2 | 1463506754 | {"_module":"index","_action":"login"}
2016-05-18 01:39:14 | 220.181.158.106 | /index.php/index/login | index-login-3 | 1463506754 | {"_module":"index","_action":"login"}
2016-05-18 01:39:14 | 220.181.158.106 | /index.php/index/login | index-login-4 | 1463506754 | {"_module":"index","_action":"login"}
2016-05-18 01:50:39 | 66.249.64.204 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 01:50:42 | 66.249.64.214 | /index.php/index/login | index-login-1 | 1463507442 | {"_module":"index","_action":"login"}
2016-05-18 01:50:42 | 66.249.64.214 | /index.php/index/login | index-login-2 | 1463507442 | {"_module":"index","_action":"login"}
2016-05-18 01:50:42 | 66.249.64.214 | /index.php/index/login | index-login-3 | 1463507442 | {"_module":"index","_action":"login"}
2016-05-18 01:50:42 | 66.249.64.214 | /index.php/index/login | index-login-4 | 1463507442 | {"_module":"index","_action":"login"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-1 | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-2 | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-8 | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-4 | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.1 | /index.php/oauth/authorize | oauth-authorize-5 | 1463507471 | {"client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 01:51:11 | 110.75.145.2 | /index.php/index/login | index-login-1 | 1463507471 | {"ident":"oauthlogin","client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:51:11 | 110.75.145.2 | /index.php/index/login | index-login-2 | 1463507471 | {"ident":"oauthlogin","client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:51:11 | 110.75.145.2 | /index.php/index/login | index-login-3 | 1463507471 | {"ident":"oauthlogin","client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:51:11 | 110.75.145.2 | /index.php/index/login | index-login-4 | 1463507471 | {"ident":"oauthlogin","client_id":"app22","redirect_uri":"http:\/\/pay.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-1 | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-2 | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8 | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-4 | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-5 | 1463507635 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 01:53:56 | 66.249.64.214 | /index.php/index/login | index-login-1 | 1463507636 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:53:56 | 66.249.64.214 | /index.php/index/login | index-login-2 | 1463507636 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:53:56 | 66.249.64.214 | /index.php/index/login | index-login-3 | 1463507636 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 01:53:56 | 66.249.64.214 | /index.php/index/login | index-login-4 | 1463507636 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-1 | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-2 | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8 | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-4 | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:14 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-5 | 1463508014 | {"client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:00:15 | 66.249.64.214 | /index.php/index/login | index-login-1 | 1463508015 | {"ident":"oauthlogin","client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:00:16 | 66.249.64.214 | /index.php/index/login | index-login-2 | 1463508016 | {"ident":"oauthlogin","client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:00:16 | 66.249.64.214 | /index.php/index/login | index-login-3 | 1463508016 | {"ident":"oauthlogin","client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:00:16 | 66.249.64.214 | /index.php/index/login | index-login-4 | 1463508016 | {"ident":"oauthlogin","client_id":"app25","redirect_uri":"http:\/\/push.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-1 | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-2 | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-8 | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-4 | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/oauth/authorize | oauth-authorize-5 | 1463508415 | {"client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/index/login | index-login-1 | 1463508415 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/index/login | index-login-2 | 1463508415 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/index/login | index-login-3 | 1463508415 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:06:55 | 66.249.64.204 | /index.php/index/login | index-login-4 | 1463508415 | {"ident":"oauthlogin","client_id":"app20","redirect_uri":"http:\/\/ad.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:17:24 | 182.118.21.205 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 02:28:57 | 144.76.93.46 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 02:29:01 | 144.76.93.46 | /index.php/index/login | index-login-1 | 1463509741 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:01 | 144.76.93.46 | /index.php/index/login | index-login-2 | 1463509741 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:01 | 144.76.93.46 | /index.php/index/login | index-login-3 | 1463509741 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:01 | 144.76.93.46 | /index.php/index/login | index-login-4 | 1463509741 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:19 | 144.76.93.46 | /index.php/index/login | index-login-1 | 1463509759 | {"ident":"oauthlogin","response_type":"code","client_id":"app50","redirect_uri":"http:\/\/club.dbowner.com\/oauth\/qqcallback","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:19 | 144.76.93.46 | /index.php/index/login | index-login-2 | 1463509759 | {"ident":"oauthlogin","response_type":"code","client_id":"app50","redirect_uri":"http:\/\/club.dbowner.com\/oauth\/qqcallback","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:19 | 144.76.93.46 | /index.php/index/login | index-login-3 | 1463509759 | {"ident":"oauthlogin","response_type":"code","client_id":"app50","redirect_uri":"http:\/\/club.dbowner.com\/oauth\/qqcallback","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:29:19 | 144.76.93.46 | /index.php/index/login | index-login-4 | 1463509759 | {"ident":"oauthlogin","response_type":"code","client_id":"app50","redirect_uri":"http:\/\/club.dbowner.com\/oauth\/qqcallback","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:34:38 | 46.4.32.75 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-1 | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-2 | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-8 | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-4 | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:45 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-5 | 1463510085 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 02:34:47 | 46.4.32.75 | /index.php/index/login | index-login-1 | 1463510087 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:34:47 | 46.4.32.75 | /index.php/index/login | index-login-2 | 1463510087 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:34:47 | 46.4.32.75 | /index.php/index/login | index-login-3 | 1463510087 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:34:47 | 46.4.32.75 | /index.php/index/login | index-login-4 | 1463510087 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-1 | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-2 | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-8 | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-4 | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 02:35:38 | 46.4.32.75 | /index.php/oauth/authorize | oauth-authorize-5 | 1463510138 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:01 | 66.249.64.209 | /index.php/robots.txt |robots.txt模块不存在
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-1 | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-2 | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-8 | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-4 | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:02 | 66.249.64.209 | /index.php/oauth/authorize | oauth-authorize-5 | 1463516882 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-05-18 04:28:03 | 66.249.64.214 | /index.php/iframe/login | index-login-1 | 1463516883 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-05-18 04:28:03 | 66.249.64.214 | /index.php/iframe/login | index-login-2 | 1463516883 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-05-18 04:28:03 | 66.249.64.214 | /index.php/iframe/login | index-login-3 | 1463516883 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-05-18 04:28:03 | 66.249.64.214 | /index.php/iframe/login | index-login-4 | 1463516883 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-1 | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-2 | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-8 | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-4 | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.150 | /index.php/oauth/authorize | oauth-authorize-5 | 1463518663 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2016-05-18 04:57:43 | 220.181.108.182 | /index.php/index/login | index-login-1 | 1463518663 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 04:57:43 | 220.181.108.182 | /index.php/index/login | index-login-2 | 1463518663 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
2016-05-18 04:57:43 | 220.181.108.182 | /index.php/index/login | index-login-3 | 1463518663 | {"ident":"oauthlogin","response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","oa_tpl":"web_wide","apppermissions":"","_module":"index","_action":"login"}
