2016-03-29 01:25:19 | 207.46.13.105 | /index.php/robots.txt |robots.txt模块不存在
2016-03-29 06:57:31 | 40.77.167.56 | /index.php/robots.txt |robots.txt模块不存在
2016-03-29 08:00:54 | 218.106.146.80 | /index.php/favicon.ico |favicon.ico模块不存在
2016-03-29 08:00:54 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-1 | 1459209654 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 08:00:56 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-5 | 1459209656 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"439","_module":"oauth","_action":"authorize"}
2016-03-29 08:07:03 | 203.208.60.195 | /index.php/robots.txt |robots.txt模块不存在
2016-03-29 08:07:03 | 203.208.60.195 | /index.php/oghqjyyjzb.html |oghqjyyjzb模块不存在
2016-03-29 08:17:01 | 203.208.60.195 | /index.php/oghqjyyjzb.html |oghqjyyjzb模块不存在
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:41 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459213841 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459213842 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:43 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459213843 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:10:44 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459213844 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","UserID":"601","_module":"oauth","_action":"authorize"}
2016-03-29 09:13:59 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214039 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:14:00 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214040 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:14:00 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214040 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:14:00 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214040 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:14:00 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214040 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:14:00 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214040 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.146 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214152 | {"client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","_module":"oauth","_action":"authorize"}
2016-03-29 09:15:52 | 220.181.108.113 | /index.php/iframe/login | index-login-1 | 1459214152 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:15:52 | 220.181.108.113 | /index.php/iframe/login | index-login-2 | 1459214152 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:15:52 | 220.181.108.113 | /index.php/iframe/login | index-login-3 | 1459214152 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:15:52 | 220.181.108.113 | /index.php/iframe/login | index-login-4 | 1459214152 | {"ident":"oauthlogin","client_id":"app16","redirect_uri":"http:\/\/expand.dbowner.com\/login\/callback","response_type":"code","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214244 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/iframe/login | index-login-1 | 1459214244 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/iframe/login | index-login-2 | 1459214244 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/iframe/login | index-login-3 | 1459214244 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:17:24 | 121.228.143.84 | /index.php/iframe/login | index-login-4 | 1459214244 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:17:29 | 121.228.143.84 | /index.php/iframe/login | index-login-1 | 1459214249 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214297 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214322 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:18:42 | 121.228.143.84 | /index.php/iframe/login | index-login-1 | 1459214322 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:18:43 | 121.228.143.84 | /index.php/iframe/login | index-login-2 | 1459214323 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:18:43 | 121.228.143.84 | /index.php/iframe/login | index-login-3 | 1459214323 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:18:43 | 121.228.143.84 | /index.php/iframe/login | index-login-4 | 1459214323 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:18:46 | 121.228.143.84 | /index.php/iframe/login | index-login-1 | 1459214326 | {"ident":"oauthlogin","client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","oa_tpl":"web_wide","apppermissions":"","_module":"iframe","_action":"login"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-1 | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-2 | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-8 | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-4 | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:22:17 | 121.228.143.84 | /index.php/oauth/authorize | oauth-authorize-5 | 1459214537 | {"client_id":"app62","redirect_uri":"http:\/\/order.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"","src_register":"","_module":"oauth","_action":"authorize"}
2016-03-29 09:32:17 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-1 | 1459215137 | {"client_id":"app61","redirect_uri":"http:\/\/scm.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/scm.yannyo.com\/login\/forget","src_register":"http:\/\/scm.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-03-29 09:32:17 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-2 | 1459215137 | {"client_id":"app61","redirect_uri":"http:\/\/scm.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/scm.yannyo.com\/login\/forget","src_register":"http:\/\/scm.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-03-29 09:32:17 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1459215137 | {"client_id":"app61","redirect_uri":"http:\/\/scm.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/scm.yannyo.com\/login\/forget","src_register":"http:\/\/scm.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-03-29 09:32:17 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-8 | 1459215137 | {"client_id":"app61","redirect_uri":"http:\/\/scm.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/scm.yannyo.com\/login\/forget","src_register":"http:\/\/scm.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
2016-03-29 09:32:17 | 218.106.146.80 | /index.php/oauth/authorize | oauth-authorize-4 | 1459215137 | {"client_id":"app61","redirect_uri":"http:\/\/scm.yannyo.com\/login\/callback","response_type":"code","bg_trans":"1","src_forget":"http:\/\/scm.yannyo.com\/login\/forget","src_register":"http:\/\/scm.yannyo.com\/login\/register","_module":"oauth","_action":"authorize"}
